城市,面积,房龄,楼层,总楼层,距离CBD距离,距离地铁距离,周边学校数量,周边医院数量,人均GDP,人口密度,房屋类型,装修情况,单价,总价
汕头,106.1,2.6,19,32,7.54,0.61,3,1,74778,404,住宅,精装,10248,1087627
汕尾,92.4,0.5,6,15,19.52,1.31,3,1,67157,836,住宅,简装,6257,578039
阳江,108.2,0.5,20,32,10.53,6.03,2,5,84843,1136,公寓,精装,6135,664136
惠州,142.7,13.6,20,28,17.74,9.96,2,5,84501,875,住宅,简装,6916,987059
茂名,40.0,2.7,28,30,2.5,0.4,4,1,97693,554,住宅,精装,8766,350642
珠海,80.1,9.7,16,32,26.98,1.33,4,7,77448,912,公寓,简装,14449,1157988
河源,108.6,0.9,13,33,40.13,1.41,1,3,109351,999,住宅,简装,3000,325896
清远,94.6,6.2,22,27,7.98,1.67,4,1,55513,403,别墅,精装,9774,925073
茂名,85.1,22.4,23,32,0.05,3.71,3,3,87699,371,住宅,精装,5609,477518
茂名,107.9,2.1,21,30,15.06,2.99,3,2,63029,1056,公寓,简装,5913,637812
梅州,40.0,13.4,9,9,4.13,2.88,5,2,94472,962,住宅,毛坯,4584,183360
江门,109.6,0.3,18,31,30.88,1.79,2,1,70419,712,住宅,简装,7608,834160
广州,109.9,1.5,25,29,17.73,0.52,1,0,66656,1247,住宅,简装,36776,4041780
佛山,93.4,30.0,2,13,15.86,4.12,1,0,95530,763,公寓,简装,8073,754263
揭阳,83.5,7.3,4,11,7.3,4.93,3,0,65883,667,公寓,豪装,5405,451221
肇庆,122.1,2.2,20,20,24.3,1.64,3,3,98789,628,公寓,精装,7254,886088
惠州,88.6,6.4,10,30,7.13,0.69,2,2,30000,479,公寓,豪装,14376,1274424
梅州,130.9,2.3,5,16,5.69,0.84,3,1,72711,100,住宅,毛坯,4638,607126
广州,47.3,16.8,4,25,0.3,1.19,3,1,81189,1105,住宅,毛坯,46079,2178984
揭阳,110.0,14.8,9,31,15.87,0.25,4,3,109864,780,住宅,精装,7657,842448
惠州,95.6,3.7,2,23,21.25,1.56,3,1,80479,508,住宅,毛坯,9796,936662
佛山,56.7,2.6,16,22,4.28,1.01,6,2,87106,443,公寓,豪装,29228,1656558
阳江,79.0,2.6,7,27,9.89,1.44,2,3,63863,728,公寓,简装,6166,486931
佛山,109.1,4.9,4,6,13.66,3.33,2,2,89264,1314,住宅,毛坯,14412,1572902
梅州,80.7,3.7,14,14,0.88,0.11,0,0,51880,929,别墅,毛坯,9677,781040
佛山,108.9,8.2,11,15,7.09,3.74,2,2,96446,644,公寓,毛坯,16047,1746850
东莞,93.7,7.2,2,11,18.88,1.37,2,3,68349,873,住宅,简装,16603,1555925
东莞,140.9,11.7,22,32,8.57,0.54,2,0,77868,100,公寓,毛坯,16101,2268238
梅州,85.0,10.9,22,26,12.2,3.68,4,2,122703,503,住宅,精装,5569,473388
阳江,122.2,15.7,24,25,2.87,0.61,4,5,112788,748,别墅,精装,15155,1852409
阳江,63.0,0.5,28,33,35.82,2.75,8,1,63500,711,住宅,精装,3000,188969
韶关,78.0,0.4,8,30,16.05,0.21,5,2,40405,1149,住宅,精装,8128,633748
梅州,55.6,8.6,15,28,2.8,4.12,8,2,76423,1067,住宅,简装,7290,405398
揭阳,96.9,12.7,20,28,9.7,5.25,2,3,75188,546,住宅,精装,4096,397012
中山,49.1,1.7,6,14,20.12,1.29,4,1,124407,932,住宅,豪装,21776,1069001
河源,51.1,1.9,2,20,1.13,1.85,2,1,90139,630,住宅,精装,7954,406582
深圳,128.8,6.1,1,12,27.27,0.52,5,3,100916,955,住宅,简装,47146,6074513
江门,41.6,14.3,12,31,44.83,1.08,3,2,63208,400,别墅,简装,3000,124795
佛山,116.4,5.9,10,14,31.43,0.21,2,1,62760,645,公寓,精装,8836,1028633
揭阳,150.4,0.3,25,30,3.75,0.95,6,1,99919,848,公寓,精装,10988,1652281
广州,131.9,14.8,2,6,4.81,0.21,2,1,65520,1096,公寓,毛坯,33155,4371907
珠海,104.6,13.1,13,16,0.1,1.07,2,2,62131,430,公寓,精装,23606,2468326
韶关,83.6,0.1,20,34,9.46,2.37,3,4,101281,1369,住宅,精装,10491,876852
佛山,95.5,22.6,23,27,8.28,0.01,2,2,49357,1519,住宅,简装,17290,1651371
云浮,114.9,4.8,10,17,16.03,0.14,7,1,74706,363,公寓,毛坯,4428,508919
佛山,81.7,3.9,10,16,77.09,0.67,4,1,52619,1629,住宅,简装,3000,244988
广州,189.0,9.3,17,31,13.22,0.01,3,1,58422,1230,别墅,豪装,67303,12718379
东莞,96.8,18.8,10,25,27.05,2.96,2,4,35677,782,住宅,精装,11319,1095506
潮州,110.4,2.4,26,31,32.06,1.68,1,5,82538,538,住宅,精装,3403,375696
河源,129.7,2.4,7,33,3.39,1.58,2,2,87952,996,公寓,豪装,14430,1871402
梅州,53.7,6.5,23,23,43.72,0.33,1,3,53976,738,住宅,毛坯,3000,160985
茂名,135.0,9.8,19,29,10.48,0.83,1,4,30000,267,住宅,精装,5341,721070
揭阳,59.7,9.8,18,34,9.36,6.03,4,2,54534,819,住宅,精装,5066,302424
云浮,90.9,14.6,25,30,3.44,5.7,0,1,77874,718,公寓,豪装,4353,395718
中山,105.3,10.3,13,31,8.24,2.36,1,1,98577,1340,住宅,毛坯,15143,1593877
惠州,148.1,5.6,6,11,7.63,0.03,1,1,53790,446,公寓,简装,15885,2353158
深圳,89.7,21.8,7,24,7.74,0.14,4,0,76105,405,住宅,豪装,58243,5222794
中山,125.9,8.2,1,2,0.53,1.34,4,3,64894,789,住宅,毛坯,21088,2654844
湛江,84.2,4.0,19,26,34.09,2.23,5,1,79887,1287,住宅,简装,3450,290429
阳江,97.4,0.0,18,20,9.28,1.52,1,2,58467,943,住宅,精装,6845,666978
惠州,67.8,7.4,29,34,8.7,4.21,1,1,71691,737,公寓,豪装,12071,819069
中山,60.7,1.6,23,33,3.54,0.17,5,0,77824,871,住宅,精装,27798,1686962
梅州,146.7,5.1,29,34,19.97,1.9,1,1,55830,1062,住宅,精装,4355,638729
韶关,81.8,8.4,4,5,3.21,4.8,2,4,86384,604,住宅,精装,6684,546956
揭阳,86.4,3.3,18,25,84.6,2.67,2,1,61300,558,住宅,精装,3000,259223
汕尾,91.4,0.4,5,11,11.69,2.08,3,2,48737,921,住宅,豪装,8744,799269
揭阳,110.4,26.4,15,24,0.23,2.66,0,1,61770,436,住宅,精装,4836,534018
清远,71.2,2.7,23,33,27.17,2.52,4,5,104507,1102,住宅,简装,6021,428608
中山,117.0,0.1,7,34,4.01,0.79,4,2,84257,1160,公寓,精装,25188,2946412
茂名,105.2,2.9,23,30,15.64,0.61,1,1,72062,1220,住宅,精装,9078,954714
肇庆,109.0,0.7,13,33,15.93,1.33,2,1,51354,619,别墅,简装,11461,1249218
中山,142.1,8.1,19,19,15.11,1.12,6,1,80199,907,住宅,豪装,21375,3038251
云浮,131.4,1.6,22,34,12.62,1.0,2,1,88766,836,住宅,简装,7398,972028
广州,169.2,7.8,9,10,3.16,0.61,1,2,61246,863,住宅,简装,54058,9147782
肇庆,125.8,14.4,17,28,37.85,4.91,0,0,85228,1137,别墅,精装,4422,556188
韶关,64.0,0.6,22,33,14.2,0.07,2,4,92274,507,公寓,精装,6801,434997
佛山,79.2,7.1,25,33,0.46,0.82,4,0,84035,1209,别墅,简装,33573,2659613
阳江,104.2,12.5,2,5,2.18,0.24,4,1,92205,1084,住宅,简装,8496,885113
阳江,57.8,9.5,22,26,28.49,0.29,3,4,88770,888,公寓,精装,4179,241405
深圳,55.8,20.8,22,31,9.84,11.1,4,2,69540,1518,公寓,豪装,24773,1383498
广州,75.6,12.9,9,13,37.26,0.09,2,2,68661,852,住宅,毛坯,11327,856555
惠州,54.8,7.4,6,21,21.88,0.21,4,4,35673,1061,住宅,简装,9914,543183
茂名,117.8,23.9,15,31,26.43,0.84,3,4,83409,960,公寓,简装,3931,463170
中山,125.7,16.4,21,30,18.31,2.27,1,3,78380,760,住宅,豪装,16446,2068020
中山,125.7,30.0,7,33,39.75,2.14,1,2,67379,993,住宅,简装,3000,376957
东莞,105.1,0.6,16,16,40.35,1.09,2,1,92836,929,公寓,毛坯,4367,459127
肇庆,99.0,7.1,13,28,10.57,3.4,5,1,72431,1300,公寓,精装,10932,1082270
阳江,45.4,19.2,28,28,24.07,0.06,3,0,72827,636,住宅,简装,3000,136343
肇庆,80.9,4.2,23,25,8.88,5.25,2,2,108684,794,住宅,精装,12080,977670
东莞,75.7,0.3,2,18,18.94,1.05,1,3,95388,914,住宅,简装,20136,1523859
梅州,103.8,4.7,6,27,14.91,0.43,6,1,70979,468,住宅,简装,5342,554424
肇庆,44.4,9.8,29,30,37.79,0.19,5,1,104170,648,住宅,简装,3523,156345
河源,83.5,2.3,30,31,13.77,4.95,1,2,94960,1192,公寓,简装,4857,405433
汕头,110.7,2.4,8,25,7.09,5.09,3,1,51941,1035,住宅,毛坯,6925,766596
广州,78.3,5.7,27,29,9.68,0.36,2,2,83029,691,住宅,豪装,58304,4562491
广州,95.4,5.1,29,30,13.6,0.62,6,2,91025,533,住宅,简装,40310,3845891
潮州,73.6,0.4,11,16,14.05,0.03,5,1,100702,728,住宅,精装,8495,625056
清远,123.5,10.1,10,17,1.11,0.39,5,1,77080,1039,住宅,简装,11901,1469684
河源,115.3,0.1,6,28,9.95,2.41,3,1,44255,431,住宅,简装,5997,691541
云浮,83.4,19.9,3,27,2.27,0.1,1,2,69281,511,住宅,精装,5373,448390
清远,62.0,4.8,24,34,1.2,0.15,2,0,71155,699,住宅,精装,8462,524527
佛山,40.0,5.9,11,34,4.49,2.56,1,0,113266,894,别墅,毛坯,35388,1415542
江门,83.6,16.9,5,27,11.48,0.28,3,0,76316,1120,公寓,精装,12405,1036634
深圳,116.6,1.2,27,31,15.27,3.81,1,1,48859,409,住宅,精装,38798,4523203
中山,107.4,13.7,15,22,32.57,0.95,3,1,96180,754,住宅,简装,7675,824418
韶关,133.1,0.3,7,7,6.03,4.89,2,1,87431,697,住宅,精装,7740,1030389
江门,69.4,3.3,30,34,40.28,7.32,6,0,56910,999,住宅,简装,3000,208076
广州,76.1,13.8,21,34,53.95,0.33,4,4,88508,189,别墅,精装,3000,228232
江门,144.5,5.0,10,28,14.72,7.95,0,1,77228,899,住宅,精装,8248,1191646
清远,49.7,5.4,30,30,29.79,0.03,0,3,81522,949,公寓,简装,3107,154341
汕尾,65.6,1.3,5,21,1.62,0.45,2,2,76552,1119,住宅,毛坯,9388,615942
江门,98.8,6.4,3,21,26.72,2.66,3,0,72058,482,住宅,毛坯,6195,611839
云浮,89.1,1.4,10,21,0.63,2.73,3,0,82036,915,住宅,简装,7514,669273
汕尾,91.1,3.6,23,33,44.33,0.39,3,0,77351,1285,住宅,精装,3000,273305
江门,87.6,1.0,22,26,37.23,0.48,4,3,87653,413,住宅,精装,4135,362414
惠州,99.8,13.5,17,27,5.94,3.04,2,3,60488,287,住宅,豪装,15056,1502352
汕头,61.6,18.2,25,30,14.62,4.21,1,1,54923,852,住宅,豪装,5328,328267
深圳,63.1,6.3,26,32,12.49,0.0,4,3,84912,662,住宅,精装,59403,3747225
韶关,90.4,4.9,18,28,13.2,2.57,4,5,78725,973,住宅,简装,7208,651957
河源,54.3,6.5,11,26,13.01,1.84,2,2,89858,1011,住宅,毛坯,6224,337705
汕头,105.7,9.4,26,30,2.35,0.15,0,2,77830,1249,住宅,精装,11139,1177162
韶关,94.7,6.4,25,29,24.38,0.62,3,2,82005,1072,住宅,简装,5579,528114
潮州,90.6,1.3,24,26,8.04,5.5,1,1,87307,1001,住宅,精装,6333,573965
韶关,62.1,1.9,17,22,13.62,0.07,3,3,70058,698,住宅,精装,5326,331023
深圳,97.7,5.3,27,31,66.58,4.01,4,0,49171,100,住宅,简装,3000,293027
中山,119.8,2.3,22,33,33.97,1.63,8,2,48488,382,公寓,毛坯,6365,762870
汕尾,104.7,0.5,21,26,5.4,0.99,3,4,75086,661,住宅,简装,8421,881467
江门,137.6,5.3,16,23,2.48,0.05,1,3,87186,1109,别墅,毛坯,27828,3829611
潮州,73.1,3.8,23,29,2.2,1.43,4,3,96714,348,公寓,精装,6776,495654
汕尾,119.6,17.4,25,33,3.76,2.53,4,3,83160,921,住宅,精装,8682,1038660
惠州,82.4,6.5,29,32,30.93,0.68,1,3,91458,843,住宅,精装,8506,700583
广州,85.9,13.4,28,34,1.94,0.37,5,2,64047,724,住宅,简装,38229,3284476
湛江,104.8,11.0,26,33,38.3,2.57,5,4,63342,674,住宅,精装,3000,314421
云浮,160.1,30.0,30,31,5.49,0.33,3,3,50210,581,住宅,毛坯,3000,480214
阳江,40.0,4.6,19,25,3.98,0.21,3,4,80560,838,住宅,简装,8533,341320
广州,81.3,0.9,11,28,13.53,0.92,2,2,71085,699,住宅,简装,37325,3035584
梅州,40.0,5.6,29,31,58.69,1.36,4,2,80621,684,公寓,精装,3000,120000
湛江,55.0,2.5,30,32,6.8,0.86,2,3,78134,469,公寓,精装,9233,507511
阳江,110.9,0.3,27,30,1.23,0.23,0,1,110114,928,住宅,简装,11232,1245616
云浮,89.8,8.2,22,29,6.5,4.44,4,4,46432,453,住宅,毛坯,3225,289748
潮州,103.1,3.4,11,11,18.76,0.84,5,2,101561,1198,住宅,毛坯,6131,632111
广州,118.7,18.1,16,17,12.33,0.52,5,1,57546,593,住宅,精装,28620,3397558
东莞,117.8,1.9,1,21,2.4,5.4,5,2,79978,1188,公寓,精装,23468,2763977
东莞,91.7,22.6,7,14,21.36,0.3,0,3,67002,1246,住宅,精装,14652,1343288
珠海,63.1,27.9,20,28,8.85,0.29,2,2,65624,715,公寓,豪装,17926,1131271
梅州,87.6,2.4,17,19,40.28,0.35,3,2,114359,789,公寓,毛坯,3000,262808
韶关,40.0,4.5,16,27,50.42,0.73,3,2,69291,1180,住宅,精装,3000,120000
惠州,99.2,21.5,23,34,1.49,2.52,6,2,65214,725,住宅,简装,15814,1568425
珠海,108.6,9.6,20,25,8.54,2.5,3,4,69076,828,住宅,精装,29392,3192825
肇庆,91.0,8.2,10,21,0.49,2.11,1,1,69291,390,住宅,精装,11124,1011931
河源,111.6,9.5,30,32,12.0,6.13,4,3,91500,888,住宅,豪装,5062,564759
河源,43.9,6.0,4,16,3.03,0.83,3,0,63485,710,住宅,精装,7462,327571
茂名,103.3,0.8,13,13,1.5,0.46,3,2,47770,930,住宅,豪装,13365,1381014
深圳,86.5,17.0,17,17,33.02,1.81,2,1,102982,835,公寓,毛坯,16765,1449587
河源,133.2,0.3,16,20,22.82,1.16,5,2,96843,459,公寓,毛坯,4812,640925
江门,70.7,9.9,18,22,11.48,0.01,5,2,68592,1084,住宅,精装,13582,960528
珠海,125.5,3.4,15,27,8.39,3.3,2,1,102757,188,公寓,豪装,28138,3532330
云浮,120.0,9.1,14,30,42.56,0.13,3,3,72354,188,住宅,精装,3000,359893
肇庆,90.7,4.6,13,28,4.32,0.0,1,2,63274,864,公寓,毛坯,9754,884272
清远,142.6,8.8,14,18,2.67,3.07,7,2,68328,200,住宅,豪装,8922,1272734
深圳,115.7,30.0,10,14,4.41,0.41,4,1,85716,555,公寓,简装,34939,4042412
韶关,97.4,19.8,23,28,4.31,2.54,0,0,59940,330,公寓,豪装,4639,452098
云浮,152.2,19.8,11,21,15.21,0.6,3,1,43446,1323,住宅,精装,4094,623236
梅州,50.3,17.6,10,19,2.62,3.5,4,4,91178,516,住宅,简装,5808,292277
佛山,141.0,2.4,25,33,12.56,1.1,3,3,83626,790,住宅,简装,24222,3415812
深圳,49.3,3.9,6,6,1.77,0.22,0,1,100188,832,住宅,精装,69186,3413633
清远,97.0,0.9,1,11,15.76,0.35,4,5,85315,334,公寓,精装,6627,642824
佛山,97.5,30.0,2,21,12.22,1.42,5,2,80320,846,住宅,简装,10454,1019333
阳江,114.0,0.4,27,33,3.33,1.52,4,3,58923,148,住宅,精装,7299,831937
梅州,103.1,2.6,26,28,4.07,7.79,3,1,108122,893,公寓,豪装,6269,646097
汕头,101.7,6.5,29,32,6.96,0.99,1,4,62412,977,住宅,精装,8707,885893
阳江,118.8,13.1,22,26,10.86,4.45,1,2,57137,507,别墅,简装,5951,706906
惠州,82.6,1.2,29,32,36.0,0.24,2,3,88297,1076,住宅,毛坯,5756,475744
清远,118.4,0.7,10,32,6.97,6.75,3,2,30000,608,住宅,简装,4876,577369
韶关,66.4,5.8,12,14,49.39,0.07,4,2,79902,1135,住宅,简装,3000,199205
河源,94.7,2.2,10,21,6.02,0.18,4,5,65297,1402,住宅,简装,8468,801860
中山,116.2,2.7,29,32,8.54,0.72,4,4,87800,1272,住宅,精装,22603,2625611
梅州,96.8,10.7,2,7,1.6,0.38,5,3,77333,959,住宅,简装,7953,769943
惠州,127.6,3.1,17,18,15.69,0.1,2,1,64969,1151,住宅,精装,17121,2184447
汕尾,84.5,3.5,3,13,18.45,2.82,4,3,95710,480,住宅,简装,5620,475145
云浮,154.2,16.8,21,25,33.56,0.99,5,3,68826,929,住宅,豪装,3000,462670
惠州,71.5,2.9,20,26,13.5,5.03,7,2,105083,1170,住宅,简装,15266,1091164
清远,75.8,8.6,20,34,3.12,1.5,0,0,64566,410,公寓,毛坯,4940,374445
阳江,149.3,12.4,14,34,5.19,0.1,5,1,109854,393,住宅,精装,11217,1674889
云浮,62.4,13.3,29,34,46.18,1.53,3,1,81606,934,住宅,精装,3000,187142
阳江,64.9,1.4,7,20,21.33,2.94,6,0,81896,1102,住宅,精装,6729,436497
汕头,157.3,3.7,4,31,3.67,2.93,1,3,115301,1186,别墅,精装,22898,3602956
惠州,40.0,5.3,24,26,28.8,3.74,3,2,97252,778,住宅,精装,8813,352530
潮州,90.6,9.4,25,33,4.13,3.43,2,1,98597,647,住宅,精装,5680,514832
阳江,45.1,23.6,15,23,3.67,1.62,1,2,93476,1008,住宅,精装,6577,296390
汕头,78.2,1.9,20,32,0.43,1.79,3,4,75874,816,住宅,简装,14022,1096085
云浮,95.0,2.1,23,34,12.3,0.56,2,2,96636,1491,住宅,毛坯,5985,568696
汕尾,83.4,9.5,7,34,24.02,0.79,1,6,73478,938,公寓,精装,4695,391778
潮州,123.2,3.1,2,9,0.65,0.95,8,2,73155,1167,住宅,精装,13153,1620040
深圳,88.2,1.2,18,23,73.39,3.53,3,2,120657,1255,住宅,简装,3000,264504
河源,106.3,2.3,27,28,21.24,0.84,1,5,42668,896,住宅,精装,4429,470707
汕头,72.4,2.8,21,24,2.82,1.88,1,0,57541,410,公寓,简装,6235,451407
清远,100.8,9.3,10,16,13.85,2.99,2,0,64512,978,住宅,精装,7745,780895
云浮,45.3,0.6,22,30,14.36,0.39,6,5,65913,891,公寓,毛坯,5016,227454
揭阳,73.4,14.6,21,34,26.68,0.61,1,2,44503,1197,住宅,毛坯,3000,220208
河源,91.1,2.4,11,28,10.84,2.3,2,1,105549,939,住宅,简装,7854,715540
阳江,96.5,4.1,6,21,1.47,1.28,4,2,100401,743,别墅,毛坯,15276,1473704
珠海,60.3,6.5,19,19,20.06,4.27,1,3,71326,358,住宅,简装,11592,698624
肇庆,75.0,5.6,23,26,40.88,1.48,1,0,100541,807,住宅,豪装,3000,224905
清远,109.2,3.0,16,16,52.42,3.24,4,0,69426,1164,公寓,毛坯,3000,327549
茂名,97.3,8.4,14,28,20.14,2.62,2,3,93190,1180,公寓,毛坯,4831,469958
汕头,77.3,2.9,25,30,43.25,0.55,0,1,79455,782,住宅,简装,3000,231899
中山,79.1,0.5,24,26,5.73,2.49,2,3,93815,741,住宅,精装,20207,1598933
深圳,54.0,11.6,26,31,65.34,5.9,4,5,126001,417,住宅,简装,3000,162017
东莞,88.5,12.4,26,32,3.08,4.02,4,0,73922,893,住宅,精装,19634,1738504
汕尾,40.0,2.0,15,16,22.88,3.42,2,2,81997,301,别墅,精装,6022,240913
汕头,118.7,7.4,12,25,7.48,0.49,2,0,90655,1023,住宅,简装,11181,1326860
惠州,94.0,3.9,30,30,10.47,0.89,1,3,69000,609,住宅,豪装,20433,1920940
湛江,116.9,25.3,15,26,4.72,1.32,0,2,97925,808,公寓,简装,5615,656498
梅州,125.9,8.1,20,31,23.06,1.98,3,1,99380,503,住宅,简装,3578,450713
茂名,86.9,15.3,3,21,19.0,0.24,6,1,90196,1588,住宅,精装,5712,496496
湛江,85.8,2.1,2,9,26.52,4.75,5,1,101989,783,住宅,精装,4744,407056
汕尾,46.4,5.0,25,30,1.8,0.77,0,2,67339,626,住宅,精装,8128,377539
湛江,72.4,2.0,27,32,12.73,1.16,1,2,81399,639,住宅,简装,7328,530821
东莞,110.4,4.1,23,23,0.38,1.56,1,1,120020,899,住宅,豪装,37502,4139063
茂名,93.2,12.8,14,30,12.45,0.77,2,2,97214,1074,住宅,精装,6818,635513
茂名,128.8,2.1,3,26,2.86,0.09,2,0,43214,1228,住宅,毛坯,9003,1159232
汕头,125.9,5.4,16,16,3.84,1.63,4,5,48945,924,住宅,精装,10939,1376944
揭阳,79.2,10.1,9,31,8.02,5.56,4,1,60685,657,公寓,毛坯,3726,295217
汕头,148.0,6.1,7,30,14.39,1.13,1,4,76267,263,别墅,精装,11029,1632622
湛江,125.0,9.2,24,27,18.17,2.96,1,4,76069,764,住宅,简装,5481,685463
广州,125.4,16.1,9,30,9.93,1.06,2,2,80877,698,别墅,简装,47115,5910423
梅州,98.0,0.7,8,32,28.61,0.68,3,0,63946,896,住宅,精装,3151,308793
汕尾,94.3,10.0,11,12,31.14,2.0,7,3,66812,919,公寓,精装,3187,300655
